"set_num","name","year","num_parts","theme"
"7116-1","Tahu",2010,19,"Bionicle"
"7117-1","Gresh",2010,19,"Bionicle"
"7119-1","Twin-Pod Cloud Car",2002,118,"Star Wars"
"7121-1","Naboo Swamp",1999,82,"Star Wars"
"7124-1","Flash Speeder",2000,107,"Star Wars"
"7126-1","Battle Droid Carrier",2001,133,"Star Wars"
"7127-1","Imperial AT-ST",2001,107,"Star Wars"
"7128-1","Speeder Bikes",1999,93,"Star Wars"
"71300-1","Uxar Creature of Jungle",2016,87,"Bionicle"
"7130-1","Snowspeeder",1999,217,"Star Wars"
"71301-1","Ketar Creature of Stone",2016,78,"Bionicle"
"71302-1","Akida Creature of Water",2016,112,"Bionicle"
"71303-1","Ikir Creature of Fire",2016,72,"Bionicle"
"71304-1","Terak Creature of Earth",2016,55,"Bionicle"
"71305-1","Lewa Uniter of Jungle",2016,65,"Bionicle"
"71306-1","Pohatu Uniter of Stone",2016,85,"Bionicle"
"71307-1","Gali Uniter of Water",2016,72,"Bionicle"
"71308-1","Tahu Uniter of Fire",2016,132,"Bionicle"
"71309-1","Onua Uniter of Earth",2016,144,"Bionicle"
"71310-1","Umarak the Hunter",2016,150,"Bionicle"
"7131-1","Anakin's Podracer",1999,136,"Star Wars"
"71311-1","Kopaka and Melum - Unity set",2016,162,"Bionicle"
"71312-1","Ekimu the Mask Maker",2016,94,"Bionicle"
"71313-1","Lava Beast",2016,114,"Bionicle"
"71314-1","Storm Beast",2016,109,"Bionicle"
"71315-1","Quake Beast",2016,102,"Bionicle"
"71316-1","Umarak the Destroyer",2016,190,"Bionicle"
"7133-1","Bounty Hunter Pursuit",2002,254,"Star Wars"
"7134-1","A-wing Fighter",2000,125,"Star Wars"
"7135-1","Takanuva",2010,21,"Bionicle"
"7136-1","Skrall",2010,21,"Bionicle"
"7137-1","Piraka",2010,15,"Bionicle"
"7138-1","Rahkshi",2010,18,"Bionicle"
"7139-1","Ewok Attack",2002,121,"Star Wars"
"7140-1","X-wing Fighter",1999,271,"Star Wars"
"7141-1","Naboo Fighter",1999,179,"Star Wars"
"7142-1","X-wing Fighter (re-release of 7140)",2002,273,"Star Wars"
"7143-1","Jedi Starfighter",2002,139,"Star Wars"
"7144-1","Slave I",2000,166,"Star Wars"
"7146-1","TIE Fighter",2001,171,"Star Wars"
"7150-1","TIE Fighter & Y-wing",1999,410,"Star Wars"
"715-1","Basic Building Set",1990,410,"Universal Building Set"
"7151-1","Sith Infiltrator",1999,244,"Star Wars"
"7152-1","TIE Fighter & Y-wing (re-release of 7150)",2002,411,"Star Wars"
"7153-1","Jango Fett's Slave I",2002,360,"Star Wars"
"7155-1","Trade Federation AAT",2000,159,"Star Wars"
"7159-1","Star Wars Podracing Bucket",2000,292,"Star Wars"
"7161-1","Gungan Sub",1999,379,"Star Wars"
"7163-1","Republic Gunship",2002,697,"Star Wars"
"7166-1","Imperial Shuttle",2001,238,"Star Wars"
"7171-1","Mos Espa Podrace",1999,913,"Star Wars"
"7172-1","Apple",2007,10,"Creator"
"7173-1","Pear",2007,10,"Creator"
"7174-1","Banana",2007,8,"Creator"
"7175-1","Grapes",2007,10,"Creator"
"7177-1","Orange",2007,8,"Creator"
"7178-1","Chef",2007,5,"Creator"
"7180-1","B-wing at Rebel Control Center",2000,346,"Star Wars"
"7184-1","Trade Federation MTT",2000,466,"Star Wars"
"7186-1","Watto's Junkyard",2001,449,"Star Wars"
"7190-1","Millennium Falcon",2000,671,"Star Wars"
"7194-1","Yoda",2002,1076,"Star Wars"
"7-2","Universal Building Set",1979,64,"Universal Building Set"
"7200-1","Final Duel I",2002,32,"Star Wars"
"720-1","Basic Building Set",1985,339,"Universal Building Set"
"7201-1","Final Duel II",2002,26,"Star Wars"
"7203-1","Jedi Defense I",2002,59,"Star Wars"
"7204-1","Jedi Defense II",2002,53,"Star Wars"
"7206-1","Fire Helicopter",2010,341,"City"
"7207-1","Fire Boat",2010,305,"City"
"7208-1","Fire Station",2010,644,"City"
"7213-1","Off-Road Fire Truck & Fireboat",2010,387,"City"
"7216-1","Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan}",2006,22,"Bionicle"
"7216-2","Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan}",2006,22,"Bionicle"
"7216-3","Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan}",2006,22,"Bionicle"
"7217-1","Braca (Duracell 12 pack AA battery promotion)",2006,16,"Bionicle"
"7217-2","Braca (Duracell 8 pack AA battery promotion)",2006,16,"Bionicle"
"722-1","Universal Building Set",1980,302,"Universal Building Set"
"7224-1","Santa, Tree, and Present",2003,34,"Creator"
"7235-1","Police Motorcycle, Black Logo",2005,28,"City"
"7235-2","Police Motorcycle - Blue Sticker Version",2008,28,"City"
"7236-1","Police Car, Black Logo",2005,59,"City"
"7236-2","Police Car - Blue Sticker Version",2008,59,"City"
"7237-1","Police Station [Lighted Figure]",2005,593,"City"
"7237-2","Police Station [No Lighted Figure]",2006,606,"City"
"7238-1","Fire Helicopter",2005,75,"City"
"7239-1","Fire Truck",2005,215,"City"
"7240-1","Fire Station",2005,264,"City"
"7241-1","Fire Car",2005,47,"City"
"7242-1","Street Sweeper",2005,64,"City"
"7243-1","Construction Site",2005,301,"City"
"7245-1","Prisoner Transport, Black Logo",2005,99,"City"
"7245-2","Prisoner Transport - Blue Sticker Version",2008,99,"City"
"7246-1","Mini Digger",2005,37,"City"
"7248-1","Digger",2005,128,"City"
"7249-1","XXL Mobile Crane",2005,525,"City"
"7250-1","Clone Scout Walker",2005,109,"Star Wars"
"725-1","Basic Building Set",1990,440,"Universal Building Set"
"7251-1","Darth Vader Transformation",2005,60,"Star Wars"
"7252-1","Droid Tri-Fighter",2005,147,"Star Wars"
"7255-1","General Grievous Chase",2005,112,"Star Wars"
"7256-1","Jedi Starfighter & Vulture Droid",2005,202,"Star Wars"
"7257-1","Ultimate Lightsaber Duel",2005,278,"Star Wars"
"7258-1","Wookiee Attack",2005,368,"Star Wars"
"7259-1","ARC-170 Starfighter",2005,401,"Star Wars"
"7260-1","Wookiee Catamaran",2005,381,"Star Wars"
"7261-1","Clone Turbo Tank [Light-Up Mace Windu]",2005,803,"Star Wars"
"7261-2","Clone Turbo Tank (with Non-Light-Up Mace Windu)",2006,814,"Star Wars"
"7262-1","TIE Fighter and Y-wing (TRU exclusive re-release)",2004,415,"Star Wars"
"7263-1","TIE Fighter",2005,159,"Star Wars"
"7264-1","Imperial Inspection",2005,378,"Star Wars"
"7266-1","Fireman",2005,19,"City"
"7267-1","Paramedic",2005,13,"City"
"7279-1","Police Minifigure Collection",2011,57,"City"
"7280-1","Straight & Crossroad Plates",2005,2,"City"
"7281-1","T-Junction & Curved Road Plates",2005,2,"City"
"7283-1","Ultimate Space Battle",2005,540,"Star Wars"
"7285-1","Police Dog Unit",2011,95,"City"
"7286-1","Prisoner Transport",2011,173,"City"
"7287-1","Police Boat",2011,173,"City"
"7288-1","Mobile Police Unit",2011,407,"City"
"7291-1","Street Rebel",2012,196,"Creator"
"7292-1","Propeller Adventures",2012,244,"Creator"
"7-3","Basic Set",1973,412,"Universal Building Set"
"7300-1","Double Hover",2001,21,"Space"
"7301-1","Rover",2001,29,"Space"
"730-2","Basic Building Set",1985,432,"Universal Building Set"
"7302-1","Worker Robot",2001,30,"Space"
"7303-1","Jet Scooter",2001,24,"Space"
"7308-1","Double Hover",2001,21,"Space"
"7309-1","Rover",2001,29,"Space"
"7310-1","Mono Jet",2001,34,"Space"
"7311-1","Red Planet Cruiser",2001,73,"Space"
"7312-1","T3-Trike",2001,99,"Space"
"7313-1","Red Planet Protector",2001,193,"Space"
"7314-1","Recon-Mech RP",2001,189,"Space"
"7315-1","Solar Explorer",2001,249,"Space"
"7316-1","Excavation Searcher",2001,467,"Space"
"7317-1","Aero Tube Hanger",2001,716,"Space"
"7320-1","Vega",2001,5,"Space"
"7321-1","Mizar",2001,5,"Space"
"7322-1","Altair",2001,5,"Space"
"7323-1","Guard",2001,5,"Space"
"733-1","Universal Building Set",1980,504,"Universal Building Set"
"7335-1","Foundation Set - Blue Bucket",2006,460,"Creator"
"7336-1","Foundation Set - Red Bucket",2006,427,"Creator"
"7344-1","Dump Truck",2005,187,"City"
"735-1","Basic Building Set",1990,538,"Universal Building Set"
"740-1","Basic Building Set",1985,530,"Universal Building Set"
"744-1","Universal Building Set",1980,540,"Universal Building Set"
"745-1","Baseplate, Green",1978,1,"Universal Building Set"
"746-1","Baseplates, Green and Yellow",1978,2,"Universal Building Set"
"747-1","Baseplates, Red and Blue",1978,2,"Universal Building Set"
"7498-1","Police Station",2011,785,"City"
"75000-1","Clone Troopers vs. Droidekas",2013,124,"Star Wars"
"75001-1","Republic Troopers vs. Sith Troopers",2013,62,"Star Wars"
"75002-1","AT-RT",2013,222,"Star Wars"
"75003-1","A-wing Starfighter",2013,177,"Star Wars"
"75004-1","Z-95 Headhunter",2013,371,"Star Wars"
"75005-1","Rancor Pit",2013,380,"Star Wars"
"75006-1","LEGO Star Wars Jedi Starfighter and Kamino",2013,61,"Star Wars"
"75007-1","Republic Assault Ship & Coruscant",2013,74,"Star Wars"
"75008-1","LEGO Star Wars TIE Bomber and Asteroid Field",2013,60,"Star Wars"
"75012-1","BARC Speeder with Sidecar",2013,225,"Star Wars"
"75013-1","Umbaran MHC (Mobile Heavy Cannon)",2013,491,"Star Wars"
"75014-1","Battle Of Hoth",2013,415,"Star Wars"
"75015-1","Corporate Alliance Tank Droid",2013,271,"Star Wars"
"75016-1","Homing Spider Droid",2013,295,"Star Wars"
"75017-1","Duel on Geonosis",2013,391,"Star Wars"
"75018-1","JEK-14's Stealth Starfighter",2013,548,"Star Wars"
"75019-1","AT-TE",2013,792,"Star Wars"
"75020-1","Jabba’s Sail Barge",2013,848,"Star Wars"
"75021-1","Republic Gunship",2013,1173,"Star Wars"
"75022-1","Mandalorian Speeder",2013,210,"Star Wars"
"75024-1","HH-87 Starhopper",2014,361,"Star Wars"
"75025-1","Jedi Defender-class Cruiser",2013,925,"Star Wars"
"75029-1","AAT",2014,95,"Star Wars"
"75030-1","Millennium Falcon",2014,94,"Star Wars"
"75031-1","TIE Interceptor",2014,92,"Star Wars"
"75032-1","X-Wing Fighter",2014,97,"Star Wars"
"75033-1","Star Destroyer",2014,97,"Star Wars"
"75034-1","Death Star Troopers",2014,100,"Star Wars"
"75035-1","Kashyyyk Troopers",2014,99,"Star Wars"
"75036-1","Utapau Troopers",2014,83,"Star Wars"
"75037-1","Battle on Saleucami",2014,179,"Star Wars"
"75038-1","Jedi Interceptor",2014,222,"Star Wars"
"75039-1","V-Wing Starfighter",2014,200,"Star Wars"
"75040-1","General Grievous' Wheel Bike",2014,261,"Star Wars"
"75041-1","Vulture Droid",2014,204,"Star Wars"
"75042-1","Droid Gunship",2014,438,"Star Wars"
"75043-1","AT-AP",2014,715,"Star Wars"
"75044-1","Droid Tri-Fighter",2014,261,"Star Wars"
"75045-1","Republic AV-7 Anti-Vehicle Cannon",2014,434,"Star Wars"
"75046-1","Coruscant Police Gunship",2014,479,"Star Wars"
"75048-1","The Phantom",2014,233,"Star Wars"
"75049-1","Snowspeeder",2014,278,"Star Wars"
"75050-1","B-Wing",2014,447,"Star Wars"
"75051-1","Jedi Scout Fighter",2014,488,"Star Wars"
"75052-1","Mos Eisley Cantina",2014,614,"Star Wars"
"75053-1","The Ghost",2014,927,"Star Wars"
"75054-1","AT-AT",2014,1136,"Star Wars"
"75055-1","Imperial Star Destroyer",2014,1357,"Star Wars"
"75058-1","MTT",2014,951,"Star Wars"
"75059-1","Sandcrawler",2014,3294,"Star Wars"
"75072-1","ARC-170 Starfighter",2015,95,"Star Wars"
"75073-1","Vulture Droid",2015,77,"Star Wars"
"75074-1","Snowspeeder",2015,97,"Star Wars"
"75075-1","AT-AT",2015,88,"Star Wars"
"75076-1","Republic Gunship",2015,105,"Star Wars"
"75077-1","Homing Spider Droid",2015,102,"Star Wars"
"75078-1","Imperial Troop Transport",2015,141,"Star Wars"
"75079-1","Shadow Troopers",2015,95,"Star Wars"
"75080-1","AAT",2015,251,"Star Wars"
"75081-1","T-16 Skyhopper",2015,246,"Star Wars"
"75082-1","TIE Advanced Prototype",2015,354,"Star Wars"
"75083-1","AT-DP",2015,498,"Star Wars"
"75084-1","Wookiee Gunship",2015,568,"Star Wars"
"75085-1","Hailfire Droid",2015,163,"Star Wars"
"75086-1","Battle Droid Troop Carrier",2015,565,"Star Wars"
"75087-1","Anakin's Custom Jedi Starfighter",2015,369,"Star Wars"
"75088-1","Senate Commando Troopers",2015,106,"Star Wars"
"75089-1","Geonosis Troopers",2015,105,"Star Wars"
"75090-1","Ezra's Speeder Bike",2015,267,"Star Wars"
"75090-2","Ezra's Speeder Bike",2015,253,"Star Wars"
"75091-1","Flash Speeder",2015,311,"Star Wars"
"75092-1","Naboo Starfighter",2015,440,"Star Wars"
"75093-1","Death Star Final Duel",2015,722,"Star Wars"
"75094-1","Imperial Shuttle Tydirium",2015,935,"Star Wars"
"75095-1","UCS TIE Fighter",2015,1683,"Star Wars"
"75096-1","Sith Infiltrator",2015,659,"Star Wars"
"75099-1","Rey's Speeder™",2015,192,"Star Wars"
"75100-1","First Order Snowspeeder™",2015,443,"Star Wars"
"75101-1","First Order Special Forces TIE fighter™",2015,519,"Star Wars"
"75102-1","Poe’s X-Wing Fighter™",2015,715,"Star Wars"
"75103-1","First Order Transporter™",2015,783,"Star Wars"
"75104-1","Kylo Ren’s Command Shuttle™",2015,1002,"Star Wars"
"75105-1","Millennium Falcon™",2015,1328,"Star Wars"
"75106-1","Imperial Assault Carrier",2015,1214,"Star Wars"
"75107-1","Jango Fett™",2015,85,"Star Wars"
"75108-1","Clone Commander Cody™",2015,82,"Star Wars"
"75109-1","Obi-Wan Kenobi™",2015,83,"Star Wars"
"75110-1","Luke Skywalker™",2015,83,"Star Wars"
"75111-1","Darth Vader™",2015,160,"Star Wars"
"75112-1","General Grievous™",2015,186,"Star Wars"
"75113-1","Rey",2016,84,"Star Wars"
"75114-1","First Order Stormtrooper",2016,81,"Star Wars"
"75115-1","Poe Dameron",2016,101,"Star Wars"
"75116-1","Finn",2016,98,"Star Wars"
"75117-1","Kylo Ren",2016,86,"Star Wars"
"75118-1","Captain Phasma",2016,82,"Star Wars"
"75119-1","Sergeant Jyn Erso",2016,104,"Star Wars"
"75120-1","K-2SO",2016,169,"Star Wars"
"75121-1","Imperial Death Trooper",2016,105,"Star Wars"
"75125-1","Resistance X-Wing Fighter",2016,87,"Star Wars"
"75126-1","First Order Snowspeeder",2016,91,"Star Wars"
"75127-1","The Ghost",2016,104,"Star Wars"
"75128-1","TIE Advanced Prototype",2016,93,"Star Wars"
"75129-1","Wookiee Gunship",2016,84,"Star Wars"
"75130-1","AT-DP",2016,76,"Star Wars"
"75131-1","Resistance Trooper Battle Pack",2016,112,"Star Wars"
"75132-1","First Order Battle Pack",2016,88,"Star Wars"
"75133-1","Rebel Alliance Battle Pack",2016,99,"Star Wars"
"75134-1","Galactic Empire™ Battle Pack",2016,109,"Star Wars"
"75135-1","Obi-Wan's Jedi Interceptor",2016,212,"Star Wars"
"75136-1","Droid Escape Pod",2016,196,"Star Wars"
"75137-1","Carbon-Freezing Chamber",2016,231,"Star Wars"
"75138-1","Hoth Attack",2016,230,"Star Wars"
"75139-1","Battle on Takodana",2016,403,"Star Wars"
"75140-1","Resistance Troop Transporter",2016,644,"Star Wars"
"75141-1","Kanan's Speeder Bike",2016,226,"Star Wars"
"75142-1","Homing Spider Droid",2016,309,"Star Wars"
"75144-1","Snowspeeder",2017,1702,"Star Wars"
"75145-1","Eclipse Fighter",2016,363,"Star Wars"
"75147-1","StarScavenger",2016,557,"Star Wars"
"75148-1","Encounter on Jakku",2016,529,"Star Wars"
"75149-1","Resistance X-Wing Fighter",2016,738,"Star Wars"
"75150-1","Vader’s TIE Advanced vs. A-Wing Starfighter",2016,700,"Star Wars"
"75151-1","Clone Turbo Tank",2016,902,"Star Wars"
"75152-1","Imperial Assault Hovertank",2016,385,"Star Wars"
"75153-1","AT-ST Walker",2016,448,"Star Wars"
"75154-1","TIE Striker",2016,541,"Star Wars"
"75155-1","Rebel U-Wing Fighter",2016,657,"Star Wars"
"75156-1","Krennic’s Imperial Shuttle",2016,861,"Star Wars"
"75157-1","Captain Rex’s AT-TE",2016,969,"Star Wars"
"75158-1","Rebel Combat Frigate",2016,934,"Star Wars"
"75159-1","Death Star",2016,4023,"Star Wars"
"75160","U-wing",2017,107,"Star Wars"
"75160-1","U-wing",2017,108,"Star Wars"
"75161-1","Tie Striker Microfighter",2017,87,"Star Wars"
"75162-1","Y-wing",2017,90,"Star Wars"
"75163-1","Krennics Imperial Shuttle Microfighter",2017,77,"Star Wars"
"75164-1","Rebel Trooper Battle Pack",2017,119,"Star Wars"
"75165-1","Imperial Trooper Battle Pack",2017,112,"Star Wars"
"75166-1","First Order Transport Speeder Battle Pack",2017,115,"Star Wars"
"75167-1","Bounty Hunter Speeder Bike"" Battle Pack",2017,125,"Star Wars"
"75168-1","Yoda's Jedi Starfighter",2017,262,"Star Wars"
"75169-1","Duel on Naboo",2017,207,"Star Wars"
"75170-1","The Phantom",2017,267,"Star Wars"
"75171-1","Battle on Scarif",2017,419,"Star Wars"
"75172-1","Y-Wing Starfighter",2017,688,"Star Wars"
"75173-1","Luke's Landspeeder",2017,148,"Star Wars"
"75174-1","Desert Skiff Escape",2017,284,"Star Wars"
"75175-1","A-Wing Starfighter",2017,356,"Star Wars"
"75178-1","Jakku Quadjumper",2017,455,"Star Wars"
"75180-1","Rathtar"" Escape",2017,836,"Star Wars"
"75182-1","Republic Fighter Tank",2017,302,"Star Wars"
"75183-1","Darth Vader"" Transformation",2017,290,"Star Wars"
"75185-1","Tracker I",2017,557,"Star Wars"
"75186-1","The Arrowhead",2017,773,"Star Wars"
"75191-1","Jedi Starfighter"" With Hyperdrive",2017,831,"Star Wars"
"75523-1","Scarif Stormtrooper",2017,89,"Star Wars"
"75524-1","Chirrut Îmwe",2017,87,"Star Wars"
"75525-1","Baze Malbus",2017,147,"Star Wars"
"75531-1","Stormtrooper"" Commander",2017,99,"Star Wars"
"75532-1","Scout Trooper"" & Speeder Bike",2017,447,"Star Wars"
"7566-1","Farmer",2010,16,"City"
"7567-1","Traveler",2010,21,"City"
"7602-1","Jeep",2006,46,"Creator"
"7604-1","Dinosaur",2006,34,"Creator"
"7606-1","Frog",2006,33,"Creator"
"7607-1","Butterfly",2006,29,"Creator"
"7608-1","Shark",2006,27,"Creator"
"7610-1","Speedboat",2006,18,"Creator"
"7615-1","Basic Blue Bucket",2009,471,"Creator"
"7616-1","Basic Red Bucket",2009,428,"Creator"
"7630-1","Front-End Loader",2009,107,"City"
"7631-1","Dump Truck",2009,184,"City"
"7632-1","Crawler Crane",2009,478,"City"
"7633-1","Construction Site",2009,897,"City"
"7634-1","Tractor",2009,77,"City"
"7635-1","4WD with Horse Trailer",2009,176,"City"
"7636-1","Combine Harvester",2009,364,"City"
"7637-1","Farm",2009,613,"City"
"7638-1","Tow Truck",2009,128,"City"
"7639-1","Camper",2009,164,"City"
"7641-1","City Corner",2009,484,"City"
"7642-1","Garage",2009,957,"City"
"7643-1","Air Show Plane",2009,114,"City"
"7644-1","MX-81 Hypersonic Operations Aircraft",2008,794,"Space"
"7645-1","MT-61 Crystal Reaper",2008,598,"Space"
"7646-1","ETX Alien Infiltrator",2008,328,"Space"
"7647-1","MX-41 Switch Fighter",2008,234,"Space"
"7648-1","MT-21 Mobile Mining Unit",2008,129,"Space"
"7649-1","MT-201 Ultra-Drill Walker",2008,757,"Space"
"7654-1","Droids Battle Pack",2007,102,"Star Wars"
"7655-1","Clone Troopers Battle Pack",2007,58,"Star Wars"
"7656-1","General Grievous Starfighter",2007,232,"Star Wars"
"7657-1","AT-ST",2007,243,"Star Wars"
"7658-1","Y-wing Fighter",2007,454,"Star Wars"
"7659-1","Imperial Landing Craft",2007,471,"Star Wars"
"7660-1","Naboo N-1 Starfighter and Vulture Droid",2007,279,"Star Wars"
"7661-1","Jedi Starfighter with Hyperdrive Booster Ring",2007,574,"Star Wars"
"7662-1","Trade Federation MTT",2007,1326,"Star Wars"
"7663-1","Sith Infiltrator",2007,310,"Star Wars"
"7664-1","TIE Crawler",2007,546,"Star Wars"
"7665-1","Republic Cruiser (Limited Edition - with R2-R7)",2007,920,"Star Wars"
"7666-1","Hoth Rebel Base [Limited Edition - with K-3PO]",2007,557,"Star Wars"
"7667-1","Imperial Dropship",2008,80,"Star Wars"
"7668-1","Rebel Scout Speeder",2008,81,"Star Wars"
"7669-1","Anakin's Jedi Starfighter",2008,152,"Star Wars"
"7669-2","Anakin's Jedi Starfighter Clone Wars White Box",2008,144,"Star Wars"
"7670-1","Hailfire Droid & Spider Droid",2008,249,"Star Wars"
"7670-2","Hailfire Droid & Spider Droid Clone Wars White Box",2008,249,"Star Wars"
"7671-1","AT-AP Walker",2008,392,"Star Wars"
"7672-1","Rogue Shadow",2008,481,"Star Wars"
"7673-1","Magna Guard Starfighter",2008,430,"Star Wars"
"7674-1","V-19 Torrent",2008,470,"Star Wars"
"7675-1","AT-TE Walker",2008,809,"Star Wars"
"7676-1","Republic Attack Gunship",2008,1033,"Star Wars"
"7678-1","Droid Gunship",2008,323,"Star Wars"
"7679-1","Republic Fighter Tank",2008,595,"Star Wars"
"7680-1","The Twilight - Limited Edition",2008,887,"Star Wars"
"7681-1","Separatist Spider Droid",2008,214,"Star Wars"
"7684-1","Pig Farm & Tractor",2010,256,"City"
"7685-1","Dozer",2009,351,"City"
"7686-1","Helicopter Transporter",2009,381,"City"
"7688-1","Sports Plane",2010,105,"City"
"7690-1","MB-01 Eagle Command Base",2007,763,"Space"
"7691-1","ETX Alien Mothership Assault",2007,433,"Space"
"7692-1","MX-71 Recon Dropship",2007,434,"Space"
"7693-1","ETX Alien Strike",2007,245,"Space"
"7694-1","MT-31 Trike",2007,94,"Space"
"7695-1","MX-11 Astro Fighter",2007,56,"Space"
"7696-1","Commuter Jet",2011,107,"City"
"7697-1","MT-51 Claw-Tank Ambush",2007,373,"Space"
"7699-1","MT-101 Armored Drilling Unit",2007,634,"Space"
"7716-1","QUICK Good Guy White",2006,21,"Bionicle"
"7717-1","QUICK Bad Guy Green",2006,26,"Bionicle"
"7718-1","QUICK Bad Guy Yellow",2006,26,"Bionicle"
"7719-1","QUICK Good Guy Red",2006,21,"Bionicle"
"7723-1","Police Pontoon Plane",2008,214,"City"
"7726-1","Coast Guard Truck with Speed Boat",2008,361,"City"
"7733-1","Truck & Forklift",2008,342,"City"
"7734-1","Cargo Plane",2008,462,"City"
"7736-1","Coast Guard Quad Bike",2008,33,"City"
"7737-1","Off-Road Vehicle and Jet Scooter",2008,130,"City"
"7738-1","Coast Guard Helicopter and Life Raft",2008,447,"City"
"7739-1","Coast Guard Patrol Boat and Tower",2008,444,"City"
"7741-1","Police Helicopter",2008,93,"City"
"7743-1","Police Command Center",2008,523,"City"
"7744-1","Police Headquarters",2008,957,"City"
"7746-1","Single-Drum Roller",2009,207,"City"
"7747-1","Wind Turbine Transport",2009,435,"City"
